Description;Channel;SecondDescription;"Start time";"AMR";"AMR_perc";"RCH";"RCH_perc";"SHR_perc"
"PINKY DINKY DOO";"BBC CBeebies";" ";"14:08:02";26 268;0,074 %;26 268;0,074 %;0,312 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"14:08:09";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+";" ";"14:08:30";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN White [AXN Crime]";" ";"14:09:01";0;0,000 %;0;0,000 %;0,000 %
"TURBOKOZAK /MAG.POL./";"Canal+ Sport2";" ";"14:09:36";1 142;0,003 %;5 708;0,016 %;0,014 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"14:09:46";5 231;0,015 %;5 231;0,015 %;0,062 %
"HOLLYWOOD BUZZ /MAG.FILM.USA/";"Canal+ Film [Canal+ Zolty]";" ";"14:10:06";3 334;0,009 %;9 305;0,026 %;0,039 %
"ANNIE LENNOX NOSTALGIA LIVE IN CONCERT /KONCERT/";"Canal+";" ";"14:10:12";6 667;0,019 %;46 679;0,131 %;0,079 %
"PROMO";"Animal Planet HD";" ";"14:10:39";10 825;0,030 %;10 825;0,030 %;0,128 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:11:03";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"14:11:33";3 586;0,010 %;3 586;0,010 %;0,043 %
"PROMO";"AXN";" ";"14:11:48";133 223;0,373 %;135 026;0,378 %;1,591 %
"PROMO";"BBC HD";" ";"14:11:54";0;0,000 %;0;0,000 %;0,000 %
"NEW TRICKS";"BBC HD";" ";"14:12:07";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:12:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"14:13:00";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"14:13:11";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"14:13:11";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"14:13:30";10 313;0,029 %;10 313;0,029 %;0,123 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"14:14:11";5 231;0,015 %;5 231;0,015 %;0,062 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:14:18";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"14:14:51";6 170;0,017 %;6 170;0,017 %;0,074 %
"PROMO";"CBS Drama [Club TV]";" ";"14:15:13";0;0,000 %;0;0,000 %;0,000 %
"SPORT FLESZ";"Canal+ Sport [Canal+ Niebieski]";" ";"14:15:27";8 925;0,025 %;10 313;0,029 %;0,106 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:15:44";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Cartoon Network";" ";"14:16:06";59 576;0,167 %;59 576;0,167 %;0,708 %
"PORA NA PRZYGODE /SER.ANIM.USA/";"Cartoon Network";"MINISTERSTWO SMIECHU";"14:16:46";58 452;0,164 %;175 891;0,492 %;0,669 %
"PROMO";"CBS Europa [Zone Europa]";" ";"14:17:07";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport2";" ";"14:17:36";5 708;0,016 %;5 708;0,016 %;0,067 %
"AUTOPROMOCJA";"Canal+ Discovery";" ";"14:17:41";822;0,002 %;4 285;0,012 %;0,010 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"14:18:22";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"14:18:28";0;0,000 %;0;0,000 %;0,000 %
"HOMO NARRANS /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"14:18:58";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"14:19:00";5 385;0,015 %;5 385;0,015 %;0,063 %
"ZLAP SPORT /PROG.ROZR./";"Canal+ Sport2";" ";"14:19:33";8 786;0,025 %;16 480;0,046 %;0,105 %
"W KREGU MILOSCI /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"14:19:43";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"14:19:49";41 446;0,116 %;47 458;0,133 %;0,493 %
"AUTOPROMOCJA";"Canal+ Seriale [Canal+ Film 2]";" ";"14:20:08";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"14:20:09";0;0,000 %;0;0,000 %;0,000 %
"ALE TYDZIEN /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"14:20:29";0;0,000 %;0;0,000 %;0,000 %
"NAJNIEBEZPIECZNIEJSZY ZAWOD SWIATA /DOK.USA/";"Canal+ Discovery";" ";"14:20:33";16 503;0,046 %;52 328;0,146 %;0,194 %
"PROMO";"BBC CBeebies";" ";"14:20:34";26 268;0,074 %;26 268;0,074 %;0,313 %
"BIG COOK LITTLE COOK";"BBC CBeebies";" ";"14:21:23";38 152;0,107 %;41 966;0,117 %;0,450 %
"AUTOSTOPEM PRZEZ ROSJE /FILM DOK.ROS./";"ADVENTURE";" ";"14:21:39";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"14:21:52";0;0,000 %;0;0,000 %;0,000 %
"WIECZOR Z RUBENEM OSTLUNDEM /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"14:22:06";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"14:22:10";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"CBS Europa [Zone Europa]";"BALCERZAK";"14:22:27";0;0,000 %;0;0,000 %;0,000 %
"SPORT FLESZ";"Canal+ Sport2";" ";"14:23:03";8 932;0,025 %;28 528;0,080 %;0,106 %
"PROMO";"BBC Lifestyle";" ";"14:23:19";0;0,000 %;0;0,000 %;0,000 %
"ZAGADKI KRYMINALNE PANNY FISHER /ZAPOWIEDZI/";"Ale Kino+ [Ale Kino]";" ";"14:23:21";0;0,000 %;0;0,000 %;0,000 %
"TV LOGO";"Canal+ Sport [Canal+ Niebieski]";" ";"14:24:19";11 092;0,031 %;11 092;0,031 %;0,131 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"AZTORIN + AB FOTO";"14:24:29";11 092;0,031 %;11 092;0,031 %;0,131 %
"LIGA ANGIELSKA /MECZ PILKI NOZNEJ/";"Canal+ Sport [Canal+ Niebieski]";"EVERTON FC - SUNDERLAND";"14:24:45";22 648;0,063 %;109 401;0,306 %;0,250 %
"PROMO";"Animal Planet HD";" ";"14:24:45";0;0,000 %;0;0,000 %;0,000 %
"GANG WIEWIORA /FILM ANIM.KOREA PLD.KAN.USA/";"Canal+ Seriale [Canal+ Film 2]";" ";"14:25:05";3 347;0,009 %;29 404;0,082 %;0,038 %
"PROMO";"AXN White [AXN Crime]";" ";"14:25:22";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Boomerang";" ";"14:25:43";6 310;0,018 %;6 310;0,018 %;0,075 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:25:44";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:25:50";20 444;0,057 %;20 444;0,057 %;0,243 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"14:26:10";45 383;0,127 %;45 383;0,127 %;0,538 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"14:26:30";5 231;0,015 %;5 231;0,015 %;0,062 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"WWW.OKACZKA.PL";"14:26:33";45 383;0,127 %;45 383;0,127 %;0,538 %
"PROMO";"BBC Lifestyle";" ";"14:26:45";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"14:27:46";3 586;0,010 %;3 586;0,010 %;0,042 %
"PROMO";"AXN Spin";" ";"14:28:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"14:28:38";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:29:20";20 444;0,057 %;20 444;0,057 %;0,240 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"14:29:32";6 170;0,017 %;6 170;0,017 %;0,072 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:29:59";2 813;0,008 %;2 813;0,008 %;0,033 %
"GRA DLA DWOJGA /FILM THRILL.NIEM.USA/";"Ale Kino+ [Ale Kino]";" ";"14:30:03";3 649;0,010 %;117 309;0,328 %;0,040 %
"STAR WARS REBELIANCI /SER.ANIM.USA/";"AXN Spin";" ";"14:30:26";0;0,000 %;0;0,000 %;0,000 %
"LIGA + /MAGAZYN PILKARSKI/";"Canal+ Sport2";" ";"14:30:27";319;0,001 %;19 178;0,054 %;0,004 %
"GARFIELD SHORTS /SER.ANIM.FRA.USA/";"Boomerang";" ";"14:30:31";6 310;0,018 %;6 310;0,018 %;0,074 %
"PROMO";"Boomerang";" ";"14:30:59";6 310;0,018 %;6 310;0,018 %;0,074 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"14:31:05";5 231;0,015 %;5 231;0,015 %;0,061 %
"KUMPLE Z DZUNGLI KIERUNEK BIEGUN /SER.ANIM.FRA./";"Boomerang";" ";"14:31:11";15 743;0,044 %;43 052;0,120 %;0,181 %
"POLSKIE PRYWATNE ZBRODNIE /PROG.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"PRIVATE CRIMES S2 EP.3";"14:31:41";5 857;0,016 %;11 826;0,033 %;0,069 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"14:32:27";3 586;0,010 %;3 586;0,010 %;0,042 %
"PROMO";"CBS Drama [Club TV]";" ";"14:32:58";0;0,000 %;0;0,000 %;0,000 %
"TAKA ROZRYWKA";"ATM Rozrywka";" ";"14:33:32";77 125;0,216 %;79 858;0,224 %;0,901 %
"AUTOPROMOCJA";"Canal+ Film [Canal+ Zolty]";" ";"14:34:56";64;0,000 %;5 020;0,014 %;0,001 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"14:35:03";0;0,000 %;0;0,000 %;0,000 %
"TOP GEAR AMBITIOUS BUT RUBBISH";"BBC Brit [BBC Entertainment]";" ";"14:35:13";8 596;0,024 %;27 883;0,078 %;0,099 %
"PROMO";"4FUN FIT&DANCE [TV.DISCO]";" ";"14:38:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN";" ";"14:38:38";64 913;0,182 %;69 492;0,194 %;0,765 %
"PROMO";"BBC Lifestyle";" ";"14:39:30";16 809;0,047 %;16 809;0,047 %;0,198 %
"PROMO";"Animal Planet HD";" ";"14:39:42";6 495;0,018 %;10 825;0,030 %;0,077 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"14:39:43";13 636;0,038 %;16 171;0,045 %;0,161 %
"SZEF /FILM KOM.USA/";"Canal+ Film [Canal+ Zolty]";" ";"14:40:08";5 128;0,014 %;28 947;0,081 %;0,056 %
"PROMO";"BBC CBeebies";" ";"14:40:23";41 966;0,117 %;41 966;0,117 %;0,495 %
"PROMO";"AXN White [AXN Crime]";" ";"14:41:23";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:41:27";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:41:33";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"14:41:45";5 231;0,015 %;5 231;0,015 %;0,062 %
"PROMO";"AXN Spin";" ";"14:42:06";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Lifestyle";" ";"14:42:11";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Drama [Club TV]";" ";"14:42:31";0;0,000 %;0;0,000 %;0,000 %
"BIG COOK LITTLE COOK";"BBC CBeebies";" ";"14:42:57";26 268;0,074 %;26 268;0,074 %;0,307 %
"PROMO";"Cartoon Network";" ";"14:44:00";57 720;0,162 %;57 720;0,162 %;0,686 %
"PROMO";"Animal Planet HD";" ";"14:44:18";10 825;0,030 %;10 825;0,030 %;0,129 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"14:44:24";11 242;0,031 %;11 242;0,031 %;0,134 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"14:45:36";6 170;0,017 %;6 170;0,017 %;0,073 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:45:42";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:45:48";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"14:46:22";5 231;0,015 %;5 231;0,015 %;0,062 %
"PROMO";"CBS Europa [Zone Europa]";" ";"14:46:41";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Family [Canal+ Weekend]";" ";"14:49:34";0;0,000 %;0;0,000 %;0,000 %
"PRZEPIS NA DOM /FILM OBYCZ.KAN./";"Canal+ Family [Canal+ Weekend]";" ";"14:50:16";14 627;0,041 %;21 772;0,061 %;0,161 %
"PROMO";"CBS Europa [Zone Europa]";" ";"14:52:16";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"14:52:40";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"CBS Europa [Zone Europa]";"BALCERZAK";"14:52:51";0;0,000 %;0;0,000 %;0,000 %
"Z WIOSLAMI PRZEZ SWIAT /FILM DOK.USA/";"ADVENTURE";" ";"14:53:22";208;0,001 %;5 020;0,014 %;0,002 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"14:53:31";43 303;0,121 %;43 303;0,121 %;0,507 %
"PROMO";"AXN White [AXN Crime]";" ";"14:53:44";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Lifestyle";" ";"14:54:54";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:55:18";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"14:55:24";0;0,000 %;0;0,000 %;0,000 %
"4FUN NEWS /PROG.MUZ.INFO.POL./";"4FUN.TV [4fun.tv]";" ";"14:55:36";13 132;0,037 %;28 891;0,081 %;0,153 %
"ZAKLINACZE KONI /SER.DRA.KAN./";"AXN White [AXN Crime]";"HEARTLAND 517 - TRUE CALLING";"14:55:53";281;0,001 %;6 547;0,018 %;0,003 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:56:54";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"14:57:18";3 813;0,011 %;3 813;0,011 %;0,044 %
"PROMO";"CBS Action [Zone Romantica]";" ";"14:57:33";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"14:57:40";4 114;0,012 %;5 231;0,015 %;0,047 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"14:58:02";44 083;0,123 %;53 133;0,149 %;0,509 %
"PROMO";"Boomerang";" ";"14:58:08";14 963;0,042 %;14 963;0,042 %;0,173 %
"PROMO";"AXN Spin";" ";"14:58:22";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Lifestyle";" ";"14:58:30";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"14:58:31";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"14:58:54";0;0,000 %;0;0,000 %;0,000 %
"ZA KULISAMI SERIALE /MAG.FILM./";"AXN Black [AXN Sci-Fi]";" ";"14:58:59";11 676;0,033 %;11 820;0,033 %;0,135 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"WWW.OKACZKA.PL";"14:59:05";53 133;0,149 %;53 133;0,149 %;0,613 %
"EXTREME MAKEOVER HOME EDITION";"BBC Lifestyle";" ";"14:59:05";93;0,000 %;3 744;0,010 %;0,001 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"14:59:23";15 269;0,043 %;17 838;0,050 %;0,176 %
"PROMO";"CBS Drama [Club TV]";" ";"14:59:25";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"14:59:39";0;0,000 %;0;0,000 %;0,000 %
"POLSKI DANCE /TELEDYSKI/";"4FUN FIT&DANCE [TV.DISCO]";" ";"14:59:56";4 053;0,011 %;23 792;0,067 %;0,045 %
"MLODOSC Z CHOROBA PARKINSONA /PROG.DOK.W.BRYT./";"CBS Reality [Zone Reality]";"PARKINSON'S AT 25";"15:00:04";295;0,001 %;15 344;0,043 %;0,003 %
"HITS 90'S /TELEDYSKI/";"4FUN HITS [mjuzik.tv]";" ";"15:00:08";204;0,001 %;9 916;0,028 %;0,002 %
"AGENCI NCIS /SER.SENS.USA/";"CBS Action [Zone Romantica]";"NAVY NCIS";"15:00:13";3 375;0,009 %;24 971;0,070 %;0,037 %
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:00:14";0;0,000 %;0;0,000 %;0,000 %
"SKORPION /SER.AKC.USA/";"AXN Black [AXN Sci-Fi]";"SCORPION 108 - RISKY BUSINESS";"15:00:21";6 293;0,018 %;38 801;0,109 %;0,070 %
"SZKOLA PRZETRWANIA /SER DOK.W.BRYT/";"Animal Planet HD";"ULTIMATE SURVIVAL";"15:00:22";12 002;0,034 %;15 971;0,045 %;0,133 %
"STAR WARS REBELIANCI /SER.ANIM.USA/";"AXN Spin";" ";"15:00:24";0;0,000 %;0;0,000 %;0,000 %
"Z ARCHIWUM 997 /SER.DOK.POL./";"CI Polsat [Polsat Crime & Investigation Network]";"Z ARCHIWUM 997 S2 EP.4";"15:00:38";3 792;0,011 %;4 267;0,012 %;0,043 %
"BLOK SPONSORSKI";"CBS Drama [Club TV]";"BILOMAG";"15:00:45";0;0,000 %;0;0,000 %;0,000 %
"BEVERLY HILLS 90210 /SER.USA/";"CBS Drama [Club TV]";"BEVERLY HILLS 90210";"15:00:53";0;0,000 %;0;0,000 %;0,000 %
"WHERE THE WILD MEN ARE WITH BEN FOGLE";"BBC Earth [BBC Knowledge]";" ";"15:00:58";21 337;0,060 %;55 861;0,156 %;0,235 %
"PROMO";"BBC CBeebies";" ";"15:02:03";26 268;0,074 %;26 268;0,074 %;0,301 %
"AUTOPROMOCJA";"Canal+";" ";"15:03:02";9 577;0,027 %;9 577;0,027 %;0,111 %
"PROMO";"BBC HD";" ";"15:03:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC CBeebies";" ";"15:03:39";26 268;0,074 %;26 268;0,074 %;0,304 %
"CALL THE MIDWIFE";"BBC HD";" ";"15:03:44";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"15:04:09";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+ Discovery";" ";"15:04:36";6 038;0,017 %;13 082;0,037 %;0,070 %
"THE FURCHESTER HOTEL";"BBC CBeebies";" ";"15:04:38";4 160;0,012 %;26 268;0,074 %;0,047 %
"PROMO";"AXN";" ";"15:05:02";124 147;0,347 %;124 147;0,347 %;1,442 %
"LOWCY ADRENALINY /SER. DOK AUSTRAL./";"Canal+ Discovery";" ";"15:05:28";1 642;0,005 %;14 665;0,041 %;0,018 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+";" ";"15:05:29";9 577;0,027 %;9 577;0,027 %;0,110 %
"KUCHNIA FILMOWA /MAG. FILMOWY/";"Canal+ 1 [Canal+ Family 2]";" ";"15:06:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"15:07:23";19 661;0,055 %;19 661;0,055 %;0,225 %
"AUTOPROMOCJA";"Canal+ 1 [Canal+ Family 2]";" ";"15:08:30";0;0,000 %;0;0,000 %;0,000 %
"AUTOPROMOCJA";"Canal+";" ";"15:08:55";8 646;0,024 %;9 577;0,027 %;0,098 %
"PROMO";"AXN White [AXN Crime]";" ";"15:08:59";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"15:10:00";27 883;0,078 %;27 883;0,078 %;0,317 %
"W DOBREJ WIERZE /FILM DRA.OBYCZ.USA KEN.IND./";"Canal+";" ";"15:10:07";1 238;0,003 %;56 808;0,159 %;0,013 %
"ANNIE LENNOX NOSTALGIA LIVE IN CONCERT /KONCERT/";"Canal+ 1 [Canal+ Family 2]";" ";"15:10:12";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:10:25";15 971;0,045 %;15 971;0,045 %;0,181 %
"PROMO";"CBS Action [Zone Romantica]";" ";"15:10:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Reality [Zone Reality]";" ";"15:10:29";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"15:10:33";15 971;0,045 %;15 971;0,045 %;0,181 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"15:11:00";4 267;0,012 %;4 267;0,012 %;0,048 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"15:11:04";7 656;0,021 %;7 656;0,021 %;0,087 %
"PROMO";"Cartoon Network";" ";"15:11:31";63 163;0,177 %;68 110;0,191 %;0,716 %
"PROMO";"AXN Spin";" ";"15:12:17";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"Animal Planet HD";" ";"15:12:54";15 971;0,045 %;15 971;0,045 %;0,181 %
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:13:24";15 971;0,045 %;15 971;0,045 %;0,181 %
"PROMO";"CBS Action [Zone Romantica]";" ";"15:13:44";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"15:13:47";11 820;0,033 %;11 820;0,033 %;0,134 %
"PROMO";"BBC Lifestyle";" ";"15:14:39";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"15:15:11";3 276;0,009 %;3 276;0,009 %;0,037 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"15:15:25";4 267;0,012 %;4 267;0,012 %;0,048 %
"PROMO";"BBC CBeebies";" ";"15:15:38";3 398;0,010 %;3 398;0,010 %;0,038 %
"THE FURCHESTER HOTEL";"BBC CBeebies";" ";"15:16:19";3 398;0,010 %;3 398;0,010 %;0,038 %
"PROMO";"Boomerang";" ";"15:16:52";14 963;0,042 %;14 963;0,042 %;0,170 %
"PROMO";"CBS Drama [Club TV]";" ";"15:17:11";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"CBS Europa [Zone Europa]";"BALCERZAK";"15:17:30";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CBS Europa [Zone Europa]";" ";"15:19:18";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"15:19:37";34 309;0,096 %;34 309;0,096 %;0,386 %
"PROMO";"Boomerang";" ";"15:20:21";14 963;0,042 %;14 963;0,042 %;0,168 %
"PROMO";"CBS Drama [Club TV]";" ";"15:20:26";0;0,000 %;0;0,000 %;0,000 %
"JAK WYKONCZYC PANIA T /FILM FAB.USA/";"CBS Europa [Zone Europa]";"TEACHING MRS. TINGLE";"15:20:33";13 098;0,037 %;117 781;0,330 %;0,128 %
"BLOK SPONSORSKI";"CBS Drama [Club TV]";"BILOMAG";"15:21:01";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Canal+ Sport [Canal+ Niebieski]";"AB FOTO + AZTORIN";"15:22:10";31 344;0,088 %;31 344;0,088 %;0,351 %
"PROMO";"4FUN.TV [4fun.tv]";" ";"15:22:54";0;0,000 %;0;0,000 %;0,000 %
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:23:29";15 971;0,045 %;15 971;0,045 %;0,180 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"15:23:36";21 508;0,060 %;21 508;0,060 %;0,240 %
"PROMO";"Animal Planet HD";" ";"15:23:37";15 971;0,045 %;15 971;0,045 %;0,179 %
"PROMO";"AXN White [AXN Crime]";" ";"15:24:36";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"15:24:45";3 276;0,009 %;3 276;0,009 %;0,036 %
"PROMO";"CBS Action [Zone Romantica]";" ";"15:24:47";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"CI Polsat [Polsat Crime & Investigation Network]";" ";"15:26:39";4 267;0,012 %;4 267;0,012 %;0,047 %
"PROMO";"13 Ulica [13th Street Universal]";" ";"15:26:48";34 309;0,096 %;34 309;0,096 %;0,381 %
"PROMO";"AXN";" ";"15:27:04";120 002;0,336 %;141 754;0,397 %;1,342 %
"AUTOPROMOCJA";"Canal+ Sport [Canal+ Niebieski]";" ";"15:27:08";5 005;0,014 %;5 005;0,014 %;0,056 %
"BLOK SPONSORSKI";"13 Ulica [13th Street Universal]";"WWW.OKACZKA.PL";"15:27:13";34 309;0,096 %;34 309;0,096 %;0,382 %
"PROMO";"BBC CBeebies";" ";"15:27:19";3 398;0,010 %;3 398;0,010 %;0,038 %
"BLOK SPONSORSKI";"Animal Planet HD";"GRIPEX HOTACTIV";"15:28:08";15 971;0,045 %;15 971;0,045 %;0,179 %
"PROMO";"AXN Black [AXN Sci-Fi]";" ";"15:28:12";0;0,000 %;0;0,000 %;0,000 %
"PROMO";"AXN Spin";" ";"15:28:19";0;0,000 %;0;0,000 %;0,000 %
"LOWCY ZAGINIONYCH SKARBOW /SER.DOK.NIEM./";"ADVENTURE";" ";"15:28:33";0;0,000 %;0;0,000 %;0,000 %
"PREMIER LEAGUE PREVIEW /MAG.SPORT.POL./";"Canal+ Sport [Canal+ Niebieski]";" ";"15:28:35";5 005;0,014 %;5 005;0,014 %;0,055 %
"PROMO";"CBS Reality [Zone Reality]";" ";"15:28:46";2 638;0,007 %;6 595;0,018 %;0,030 %
"PROMO";"BBC Earth [BBC Knowledge]";" ";"15:28:47";25 505;0,071 %;28 103;0,079 %;0,286 %
"PROMO";"CBS Action [Zone Romantica]";" ";"15:29:02";5 043;0,014 %;5 043;0,014 %;0,056 %
"BLOK SPONSORSKI";"AXN";"EGMONT + WWW.ZA10GROSZY.PL + MANTA";"15:29:53";119 600;0,335 %;129 941;0,364 %;1,331 %
"PROMO";"BBC Brit [BBC Entertainment]";" ";"15:29:56";3 276;0,009 %;3 276;0,009 %;0,036 %
"GRANDPA IN MY POCKET";"BBC CBeebies";" ";"15:30:03";24 191;0,068 %;43 302;0,121 %;0,265 %
"STAR WARS REBELIANCI /SER.ANIM.USA/";"AXN Spin";" ";"15:30:16";0;0,000 %;0;0,000 %;0,000 %
"GWIEZDNE WOJNY - IMPERIUM KONTRATAKUJE /FILM S.F.USA/";"AXN";"STAR WARS: THE EMPIRE STRIKES BACK";"15:30:17";126 359;0,354 %;497 817;1,393 %;1,132 %
"AUTOPROMOCJA";"Canal+ Sport2";" ";"15:30:29";4 904;0,014 %;10 380;0,029 %;0,054 %
